Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1737.800828749376,0.01768525699882802,-23.15979544927027,85.00217569497308
1749.846688624658,0.01775364614706717,-23.09620525548697,84.95567997171054
1761.976046411631,0.01770205511468124,-23.0416357243684,84.92517835963315
1774.189480890166,0.01793424901830953,-22.97871978157382,84.91314891232048
1786.487574852052,0.01897470496013787,-22.92270086897751,84.874822287623
1798.870915128789,0.01747324708413121,-22.86753905748444,84.83933344333548
1811.340092619604,0.01758559520612425,-22.8067879540254,84.80429490207993
1823.895702319639,0.01785598016892305,-22.74436275040761,84.75092605712086
1836.538343348347,0.01725834760873849,-22.69077546158672,84.74398006661318
1849.26861897808,0.01825510478042263,-22.63426401735544,84.69427929003345
1862.087136662869,0.01791175127354325,-22.57676266412645,84.67918769590671
1874.994508067419,0.01797874612137695,-22.5111914722592,84.66501236190831
1887.991349096294,0.01815954740813826,-22.45092068557439,84.64273701903784
1901.078279923302,0.0180219779802168,-22.39948607880762,84.5852473177888
1914.255925021088,0.01721447265004065,-22.33697478740689,84.56735063461447
1927.524913190937,0.01773665939052469,-22.28146300689752,84.54884802918804
1940.885877592779,0.01725245527145789,-22.22238652873332,84.50452577879993
1954.339455775396,0.01681299672797022,-22.15948047772633,84.48088145129861
1967.886289706847,0.01749503621369145,-22.10382485023224,84.47322252701997
1981.527025805099,0.01776891245050348,-22.04561590651292,84.41899563249433
1995.262314968881,0.01714459392963262,-21.98949019912703,84.40894751828526
2009.09281260873,0.01760253766901526,-21.92794165523365,84.36776230750849
2023.019178678274,0.01746877641607757,-21.86950682199067,84.30966592680035
2037.042077705719,0.01689427954686709,-21.80985291680938,84.31620308230487
2051.162178825567,0.0173932787005375,-21.74946224282514,84.25798213118397
2065.380155810531,0.01676321006059197,-21.69616042004309,84.21703335433799
2079.696687103698,0.01697473765682246,-21.63468061865624,84.19211026089249
2094.112455850894,0.01725727094033784,-21.57722039788505,84.18497184472163
2108.628149933291,0.01673367934529703,-21.51674019603436,84.13378603382766
2123.244462000221,0.01664809268505204,-21.45897720381231,84.08899036865631
2137.962089502235,0.01674803707675813,-21.39965505654349,84.06775687457196
2152.781734724374,0.01598767080160038,-21.3425299421755,84.03463845950434
2167.704104819696,0.01686816187006037,-21.28051725014455,84.00087551490134
2182.729911843003,0.01675468973220605,-21.22203934699523,83.98035104602658
2197.859872784828,0.0163783535416321,-21.1626489993284,83.93914727301316
2213.094709605639,0.01673935286205024,-21.10307414960043,83.90748714972206
2228.435149270305,0.01609669306310274,-21.04122711552264,83.87326627442928
2243.881923782768,0.01680910667072269,-20.98542521561831,83.81839230615182
2259.43577022098,0.017062713528094,-20.92536164549442,83.80256952272711
2275.097430772072,0.01577343974901056,-20.86825942412081,83.76105297698973
2290.867652767774,0.01544064364710374,-20.8072030223956,83.74580708039225
2306.747188720071,0.01620382739426005,-20.74809125985347,83.69071124103402
2322.73679635711,0.01596592319275562,-20.6903631803224,83.63136067239998
2338.837238659356,0.01624150024755111,-20.63530576412015,83.61375624426262
2355.049283896011,0.01551079375537109,-20.57605178495591,83.59079235644683
2371.373705661657,0.01657602501525901,-20.51420828109872,83.53471816982142
2387.811282913181,0.01542316834998924,-20.45659805981252,83.50462852307257
2404.362800006935,0.0152345686636699,-20.39783824197274,83.47347094991841
2421.02904673618,0.01572746635567464,-20.33848030695032,83.43149249251346
2437.810818368755,0.01680512482738672,-20.27850074628801,83.39780005205932
2454.708915685034,0.01525967473917384,-20.21881152540515,83.35563997326454
2471.724145016132,0.01565622265349483,-20.16083333325792,83.3012627392313
2488.857318282393,0.01639204735968086,-20.10879455608228,83.27441207510023
2506.109253032116,0.01497810408619007,-20.04681480270127,83.24572467212819
2523.480772480578,0.01608307825197728,-19.98624458211155,83.20670308024796
2540.972705549306,0.01448397175053322,-19.9294704485303,83.1629330528046
2558.585886905648,0.01595476263526707,-19.87082980523413,83.11723549007456
2576.321157002578,0.01495799533112392,-19.81362462367371,83.07667808499831
2594.179362118818,0.0153156992219106,-19.75472502606102,83.0406176425239
2612.161354399208,0.01408950227280349,-19.69523127213231,83.00814509502874
2630.267991895385,0.01519836861514534,-19.63967671459211,82.96987859374553
2648.500138606704,0.01477805250141749,-19.57637875747784,82.92935599636462
2666.858664521483,0.01541917775036697,-19.51971102588139,82.87218477032879
2685.344445658509,0.01428046140342911,-19.46260754163252,82.85126638710078
2703.958364108846,0.01502366318506002,-19.40351468402575,82.80457338292226
2722.701308077915,0.01559631410919733,-19.34240149574058,82.76253068396409
2741.574171927887,0.0147885346811445,-19.28324444332085,82.71292257610901
2760.577856220347,0.01393903514256625,-19.22595921622002,82.67338842404486
2779.713267759291,0.01514436194117891,-19.16753908822807,82.64622734008759
2798.981319634366,0.01375161782788353,-19.10815789848223,82.59257742893142
2818.382931264458,0.01478995033210902,-19.04975577420671,82.55567231854941
2837.919028441558,0.01419598240595276,-18.99188073129026,82.49730214929765
2857.590543374949,0.01367378010608472,-18.92937355145895,82.4448406041613
2877.398414735673,0.01390563322205338,-18.87693638022135,82.41962453690803
2897.343587701328,0.01454908292953588,-18.81463768196008,82.37597641669589
2917.427014001169,0.01341408117400593,-18.75479021608852,82.31553238275575
2937.649651961533,0.01431454302928058,-18.69951843325067,82.27847011019239
2958.01246655155,0.01486404769396179,-18.64322505214166,82.22797645176708
2978.516429429194,0.01380080993243432,-18.58225085297191,82.18591271395371
2999.162518987653,0.01446158644062116,-18.52393297705738,82.14738518573753
3019.951720402019,0.01380381293542648,-18.46527993049156,82.10543413251719
3040.885025676283,0.01373335334578723,-18.41052566110635,82.04996029414178
3061.963433690682,0.01316561458277358,-18.34911956909011,81.99270282235491
3083.187950249357,0.01331579681975216,-18.28954914123756,81.95562381915626
3104.559588128359,0.01242606678966946,-18.23208810553151,81.90499859318511
3126.079367123959,0.01339542588371613,-18.17602701599028,81.85687024607205
3147.74831410132,0.01256603312945316,-18.11639382186636,81.79140507405555
3169.567463043494,0.01205669928245161,-18.06209322420714,81.75053946305763
3191.537855100765,0.01417033012938845,-18.00147316801667,81.70348220527727
3213.660538640321,0.01195152408903324,-17.94193014614052,81.65775901397632
3235.936569296288,0.01250441522570636,-17.88268448925024,81.61742222059647
3258.36701002009,0.01136208922135616,-17.8258136373056,81.55251520093671
3280.952931131191,0.01230976261914619,-17.76434278787632,81.50695840834224
3303.695410368152,0.0121971153692411,-17.7084745662666,81.45980394013355
3326.595532940047,0.01134096863645528,-17.65096335411732,81.41224966369101
3349.65439157828,0.01188883703563455,-17.59063867106845,81.37187629571444
3372.873086588689,0.01088474486950937,-17.53510574018063,81.31732392769999
3396.252725904089,0.01214014473239558,-17.47382010106337,81.27362851085675
3419.79442513709,0.0116804397761521,-17.41515638901267,81.19251507404709
3443.499307633388,0.01144186594986854,-17.35882229724773,81.15422205897664
3467.368504525317,0.01131460407382996,-17.30006995965308,81.10085042834234
3491.403154785866,0.01103102036630314,-17.24339363647802,81.05062811752711
3515.604405282983,0.01192805634548373,-17.18409184064149,80.98729946924132
3539.97341083435,0.01215748033041194,-17.12383387745732,80.9294136333944
3564.511334262443,0.0117954726032486,-17.06770147647517,80.88732568517641
3589.219346450057,0.01192494507703346,-17.00960404326941,80.826740937767
3614.098626396135,0.01136549270471286,-16.95173732743595,80.75799708203266
3639.150361272074,0.0111796837328166,-16.89170060572543,80.71136257758411
3664.375746478333,0.01210575805934249,-16.83607731728692,80.66280978287783
3689.775985701508,0.01111255180929639,-16.77899484016336,80.60616663202131
3715.352290971728,0.01046584143102113,-16.71882272231398,80.55259398361731
3741.105882720537,0.01087522163466984,-16.66303505352557,80.49765263104064
3767.037989839089,0.01017689292557226,-16.60423355246135,80.42766058490065
3793.149849736825,0.01038514711434357,-16.54705856974836,80.3740768296063
3819.442708400468,0.009877215903531959,-16.48920649179206,80.31560747872402
3845.917820453539,0.009897187712927717,-16.4298996145298,80.26730320348577
3872.576449216173,0.01134073041842426,-16.37242330689179,80.20350783068572
3899.41986676544,0.009852066554886301,-16.31481563539248,80.12742694387811
3926.449353996001,0.009592200894605513,-16.25644583061282,80.08147645723056
3953.666200681283,0.009673677206703925,-16.20120898094198,80.00963523499281
3981.071705534973,0.00935471923538562,-16.14058741762799,79.95311494054216
4008.667176273034,0.008686819124436739,-16.08575342077473,79.89389459057205
4036.453929676053,0.01018173683044805,-16.02876189462068,79.84055675589686
4064.433291652131,0.008464761910973489,-15.96972841381234,79.77186302555556
4092.60659730011,0.008927941453054051,-15.91299411286694,79.70935227412072
4120.975190973304,0.008754378027705154,-15.85441546896977,79.64827663156467
4149.540426343632,0.00792119792442663,-15.79543762315783,79.58054594806566
4178.303666466222,0.009555695921313213,-15.74144426848186,79.52009576700874
4207.266283844442,0.009701925249315702,-15.68258206583648,79.45424503329396
4236.429660495413,0.008147855878443588,-15.62676896030416,79.39680511450206
4265.79518801593,0.008678821763240479,-15.56779432287808,79.33287119528069
4295.364267648877,0.009161747258351114,-15.51013344746132,79.26868832203604
4325.138310350088,0.007542161490686473,-15.45146829773872,79.20401656078518
4355.118736855688,0.008377665855745217,-15.39683577161378,79.14459584919962
4385.30697774986,0.008518337771297225,-15.33600295612511,79.05825356857468
4415.70447353313,0.008744488073131046,-15.2781269231176,79.00667174544139
4446.312674691088,0.007878906225938077,-15.22232507694416,78.92641355630103
4477.133041763627,0.008553398870580951,-15.16486545063873,78.87881741346168
4508.167045414605,0.009085998904164828,-15.1048597880471,78.80145933715106
4539.416166502037,0.004879543347442596,-15.04857218638639,78.7393535570759
4570.881896148752,0.008277160075330144,-14.99101664124794,78.66877766404252
4602.565735813563,0.008589659551096541,-14.93546496566898,78.59362952297258
4634.469197362884,0.006312234530662183,-14.87841315315129,78.52192344905427
4666.593803142891,0.006503971230115399,-14.82167890261816,78.4507557246086
4698.941086052156,0.007953608547607075,-14.7662801393871,78.40514422050953
4731.512589614807,0.007211453183687265,-14.7067603045756,78.32490818843297
4764.309868054161,0.007028135618758303,-14.65150792345371,78.24334007413904
4797.334486366897,0.007188714924031962,-14.59524054288866,78.17456415910061
4830.588020397728,0.006919217327026996,-14.53633181603663,78.09540249176951
4864.07205691462,0.005258586923836692,-14.4782101435416,78.0287587405351
4897.788193684466,0.00694098295938935,-14.42112929164855,77.94878202817411
4931.738039549365,0.007170014655323141,-14.3627324847241,77.88040335315588
4965.923214503363,0.006778710604581124,-14.30658632504707,77.80558987000103
5000.345349769788,0.002984389943143933,-14.25041568302849,77.71888671674299
5035.006087879053,0.005728049735278623,-14.19309555109832,77.65718522157709
5069.90708274705,0.00747050469123686,-14.13706177676105,77.58062025721139
5105.049999754065,0.006022791874456204,-14.08118465914912,77.50986497316813
5140.436515824264,0.005328316513080942,-14.02324661202373,77.42833980494412
5176.068319505681,0.005854356690595025,-13.9645066760241,77.35180008775038
5211.94711105081,0.006025408445825744,-13.90825482573605,77.27299061756037
5248.074602497728,0.003872129680110384,-13.85276714198313,77.20518882226693
5284.452517751808,0.005598757301811765,-13.79588700109781,77.10763029534898
5321.082592667947,0.005723505513956731,-13.74050672385287,77.0343287916819
5357.966575133422,0.005988452022265472,-13.68285200973893,76.96491066065732
5395.106225151279,0.00280455689482239,-13.62607263879571,76.86888162260061
5432.503314924335,0.005317534831830641,-13.5686506394071,76.79841695940758
5470.159628939721,0.005919246793609179,-13.5117491863815,76.7052805623406
5508.076964054041,0.005923879658570158,-13.45659453167053,76.64255837731562
5546.25712957911,0.002460811924227721,-13.40023372210242,76.54118083754418
5584.701947368312,0.004272986951640787,-13.34307734081723,76.46990987838907
5623.413251903497,0.005059558023795528,-13.28556181348359,76.37854309749275
5662.392890382534,0.005214671857354165,-13.22975948000353,76.30361199803329
5701.642722807478,0.002077001892941671,-13.17308618166594,76.21820299587603
5741.16462207328,-0.005648396887945899,-13.11686590332798,76.12929606821581
5780.960474057187,0.00436826657693323,-13.06202288648938,76.04751052274156
5821.032177708717,0.005186961005355716,-13.00478369534406,75.95284699371851
5861.381645140291,0.003004274806804958,-12.94839683506791,75.86521170550581
5902.010801718448,-0.003899426491450779,-12.89440957043749,75.79581630551485
5942.921586155733,0.003473079455776809,-12.83957776045002,75.70299527140716
5984.115950603198,0.003779801908510177,-12.78183498369493,75.62448960873718
6025.59586074358,0.00406483527370734,-12.7270900072804,75.52531654475456
6067.363295885059,-0.001770365681519435,-12.67055824177789,75.43517489293367
6109.420249055726,0.003031175693001282,-12.61419737171941,75.34313807474848
6151.768727098683,0.003550148237164848,-12.55807498182021,75.25346056191152
6194.410750767818,0.003551845746639353,-12.50099140636521,75.16517037623753
6237.348354824198,0.0006735404268030823,-12.44653555715655,75.08536735712558
6280.583588133187,-0.007715099562266188,-12.39105158231704,74.98689329017554
6324.118513762197,0.002742318846012009,-12.33511794949889,74.89691760507874
6367.955209079162,0.004073029149939988,-12.27901685182116,74.79941925459957
6412.095765851622,0.003109753901249335,-12.22400417599609,74.70153569225258
6456.542290346562,-0.001776161641939425,-12.16858235610312,74.60081176443177
6501.296903430909,-0.01219429715061874,-12.11343323977644,74.51784155482983
6546.361740672754,0.002713975683135392,-12.05939552990381,74.43089023085088
6591.738952443219,0.003321673715007136,-12.00308322880419,74.32166098324531
6637.430704019096,0.00220156268339302,-11.94877858974284,74.23208469098975
6683.439175686149,-0.005261733023492098,-11.89282690452048,74.12608536462633
6729.766562843181,-0.008263745650787612,-11.83654222524537,74.0337232015562
6776.415076106758,0.003204210726709382,-11.78320276068369,73.93566973525404
6823.386941416704,0.002463401026168075,-11.72698980464092,73.83381600365233
6870.684400142325,0.001111104989674379,-11.6719814644093,73.74949696311315
6918.30970918937,-0.006309466332421954,-11.61766954304438,73.62668409497721
6966.265141107694,-0.007227486586563072,-11.561701939582,73.53750817012559
7014.552984199721,0.0021337497918044,-11.50829557624181,73.4457206461708
7063.175542629623,0.002077142306535215,-11.45273848810501,73.33899659027668
7112.135136533296,0.001919681103861857,-11.40026434463658,73.2253382710208
7161.43410212902,-0.005562663231489622,-11.34393352457466,73.13719145386962
7211.074791829004,-0.009165037398363165,-11.2881281386935,73.02958883153528
7261.059574351551,0.001017914261286887,-11.23678456211348,72.92856732004506
7311.39083483418,0.00144164203968308,-11.18023789163114,72.82162659204705
7362.070974947361,0.001194306391377283,-11.12487481818097,72.71676969780958
7413.102413009185,-0.003318307165827288,-11.07098648638849,72.60877555383615
7464.487584100669,-0.01325623929112589,-11.01749592711136,72.50450765924492
7516.228940182061,0.0002021810207608533,-10.96232073008709,72.39711256682423
7568.328950209743,0.001627121828916727,-10.90735855890008,72.28826886956061
7620.79010025413,0.001586579300293943,-10.85459212170836,72.18076990844997
7673.614893618193,-0.0008148801656064888,-10.80104383511091,72.08093861007893
7726.805850957029,-0.01047773683484579,-10.74652895144869,71.96138098092101
7780.365510398041,-0.006646374413747316,-10.69356701167649,71.85447065931515
7834.296427662129,0.001141009227402843,-10.63990033836618,71.75136018807112
7888.601176185549,0.001035233234863829,-10.58459545589389,71.63281034191162
7943.282347242821,0.0009942342923181739,-10.53356972873307,71.53295402706379
7998.342550070285,-0.003951356578983768,-10.47828203380218,71.41801130197963
8053.784411990678,-0.01499164839938877,-10.4248195888711,71.29759461935316
8109.610578538413,-0.004355044558674062,-10.37181992665479,71.18634375892135
8165.823713585931,0.0002929055007072944,-10.31740791999304,71.0696771192856
8222.426499470712,-6.758656212747627e-05,-10.26495073459859,70.96252144234109
8279.421637123352,0.0004983837803028307,-10.21168655109456,70.84009485455888
8336.81184619635,-0.00450224620922648,-10.15659906359408,70.7191197042544
8394.599865193981,-0.01509614665451444,-10.10400328033381,70.603957202763
8452.788451602901,-0.00402016112883207,-10.05043857222814,70.48755470639964
8511.380382023775,-0.0007846125551300345,-9.998128679461626,70.37130360967322
8570.378452303701,-0.0001480190776817013,-9.945151228289696,70.25204794337651
8629.78547766971,-0.0007968712998359378,-9.892876705930968,70.13859843603554
8689.60429286302,-0.003805864214117775,-9.841316932935463,70.01007500868337
8749.837752274372,-0.01404896037010314,-9.787588106778564,69.89782057135372
8810.488730080147,-0.00527796551362133,-9.734517425750532,69.77931853447046
8871.560120379616,-0.0002355639686206296,-9.682678044799532,69.64907388818814
8933.054837332955,-0.0006500668180555922,-9.629885981645,69.52357169453498
8994.975815300364,-0.0003505595988551598,-9.579017179944834,69.40670043077124
9057.326008982007,-0.00107535978803511,-9.525998863168208,69.28456895980833
9120.108393559105,-0.008954636053226219,-9.473899449921175,69.1559380869172
9183.325964835811,-0.01060704415447088,-9.421383248522607,69.03421209369648
9246.98173938224,-0.00248217848839364,-9.370259090408567,68.91540459394483
9311.07875467831,-0.0009887682933300331,-9.317820003063865,68.78701441707068
9375.620069258812,-1.304836663740153e-05,-9.266120997251605,68.65639999859745
9440.608762859236,0.0001218968381303871,-9.2146277973495,68.53528119056161
9506.047936562829,-0.002826423528821741,-9.1619350510788,68.40314734149011
9571.940712948452,-0.01241923385703134,-9.110379368843912,68.27267872309092
9638.290236239714,-0.00742791428368353,-9.058083577008064,68.14445144836554
9705.099672454899,-0.0020458767618722,-9.009043433779315,68.02486054507057
9772.372209558122,-0.001748878168662003,-8.955561542434648,67.87851773810991
9840.111057611344,-0.001521159876598042,-8.905336781408602,67.75967149145932
9908.319448927685,-0.0009254798394262476,-8.855048125406178,67.61420911861353
9977.000638225536,-0.003571344735386897,-8.803224569075532,67.49175813387399
10046.15790278396,-0.01214171487553832,-8.753600788658764,67.35086311212501
10115.79454259899,-0.008708648870847309,-8.701351859820065,67.22848123032254
10185.91388054118,-0.001961350112229579,-8.651562154193934,67.09521515705708
10256.51926251408,-0.001200650694084323,-8.600563002896074,66.95056858984906
10327.61405761399,-0.002184312527197124,-8.54998859470574,66.81488136372236
10399.2016582906,-0.001493734511248079,-8.500025791022493,66.67494129929626
10471.28548050901,-0.001632153152791443,-8.45040083102081,66.54418302435779
10543.86896391259,-0.007227520941846814,-8.399917421653015,66.4018548558696
10616.95557198726,-0.01429468682320739,-8.349578715773482,66.26479688486307
10690.54879222658,-0.0049737084940943,-8.299963001990333,66.1297982583251
10764.65213629836,-0.001755917676760031,-8.248040203423807,65.99022455202385
10839.26914021204,-0.001766336746422424,-8.19905990783637,65.84731112803881
10914.40336448757,-0.002150911572253085,-8.149839908038325,65.70895377960234
10990.05839432521,-0.001007561352583524,-8.101792118675203,65.56171657456193
11066.23783977667,-0.002427163717674972,-8.0509494878707,65.42898301398947
11142.9453359173,-0.009394746649067141,-8.002046402292072,65.27998104957092
11220.18454301964,-0.01111165738791966,-7.952892404481744,65.1422381399333
11297.95914672798,-0.003589767782527093,-7.904250351693253,64.99701579804905
11376.27285823432,-0.001866371040753883,-7.853385823308921,64.85368385018145
11455.12941445536,-0.0019552867572377,-7.805008910250701,64.70316751765969
11534.53257821093,-0.001880742262025607,-7.757500443933686,64.55486423432687
11614.48613840343,-0.001074615735814228,-7.707373223444791,64.41315912014406
11694.99391019872,-0.001377703455124916,-7.65981398120843,64.2554340874873
11776.05973520808,-0.006795212609908156,-7.612147730931053,64.11397398308306
11857.68748167161,-0.01581860966352659,-7.563925883042418,63.97040858821482
11939.88104464274,-0.005217778402770781,-7.513969850832845,63.81703825855394
12022.64434617414,-0.002131609600333344,-7.466865989515981,63.66879452593962
12105.98133550483,-0.002438757640686422,-7.418599730811851,63.52085850364892
12189.89598924867,-0.001753443487024113,-7.371129479714264,63.36123065698524
12274.39231158408,-0.00189151816001253,-7.323392711178608,63.21301950523787
12359.47433444511,-0.002068798615839377,-7.275978303010052,63.07032088030309
12445.14611771386,-0.002545691287814959,-7.227922204401523,62.91281222958196
12531.41174941417,-0.0091363356539049,-7.181195397801558,62.74791735129441
12618.27534590671,-0.0128201438200593,-7.133788360713686,62.61088476731963
12705.74105208543,-0.004554704856020946,-7.086020702491835,62.45223973387158
12793.81304157525,-0.001795541978138113,-7.039072374799717,62.28801830889293
12882.49551693135,-0.002156722853397524,-6.993869928189654,62.13782622045021
12971.79270983956,-0.002302536927795381,-6.94589555000662,61.98651243289386
13061.70888131842,-0.002150781297926364,-6.90058569975744,61.8214443629016
13152.24832192239,-0.002002035196806968,-6.852292165503645,61.6645299591691
13243.41535194666,-0.002295023639024167,-6.807480116743224,61.51103844093569
13335.21432163325,-0.005694208008335394,-6.761052671625021,61.34735870842657
13427.64961137865,-0.01870977278230101,-6.715540617204763,61.19698264079277
13520.72563194278,-0.006722011571653048,-6.668556133918302,61.03619285455422
13614.44682465951,-0.001317880356827522,-6.62460925409715,60.86770323090261
13708.81766164854,-0.001764752207150488,-6.57746762031258,60.7043284432802
13803.84264602886,-0.002251755831284045,-6.53309937852115,60.55019529048749
13899.52631213354,-0.001117134171847872,-6.48808468808737,60.38274321928785
13995.87322572619,-0.002324738947748194,-6.443639370915766,60.21439663334407
14092.88798421875,-0.001921087791618157,-6.396738126214515,60.05238212342617
14190.57521689093,-0.00184070862972525,-6.35227749773043,59.89210851216443
14288.93958511104,-0.006064881019548296,-6.307526612922832,59.7212674635073
14387.98578255847,-0.01758675581644107,-6.264034388326392,59.56009754884197
14487.71853544762,-0.005899502022935409,-6.219115883371879,59.39918986097238
14588.1426027535,-0.001683295561518584,-6.17447832396361,59.22788024493757
14689.26277643868,-0.002505625345650162,-6.130261837025044,59.0645147348613
14791.08388168209,-0.002176476930570832,-6.086574314880716,58.88925289617907
14893.61077710916,-0.002343201673463078,-6.043632162228151,58.7309289151783
14996.84835502375,-0.002092651460050895,-6.000051920590441,58.55705312552942
15100.80154164149,-0.00182824232334496,-5.957260291861811,58.38713362317244
15205.47529732497,-0.001538894350691694,-5.912737479044895,58.21949151516705
15310.87461682031,-0.002788808165269315,-5.870151733836581,58.05016507619004
15417.00452949561,-0.009103138251992705,-5.827078060385825,57.87933376546596
15523.87009958083,-0.0135527582465538,-5.784202265598729,57.70623083434231
15631.47642640956,-0.002913672490051515,-5.742865197704265,57.53968129741145
15739.82864466221,-0.001052815162006856,-5.699077485624978,57.3657680964959
15848.93192461115,-0.002985778564845222,-5.655811373414592,57.19361491009067
15958.79147236734,-0.002432917904214789,-5.612970949833038,57.01891146347312
16069.41253012879,-0.002651756239098922,-5.572176144764674,56.84349281792112
16180.80037643067,-0.001934070068548073,-5.531212371812437,56.66699755996998
