Time (s),Channel 1 (V),Channel 2 (V)
-3.247999999999999e-05,-0.8817605691090843,0.4403341330083165
-3.235e-05,-0.8668963840285774,0.4456604788773641
-3.222000000000001e-05,-0.8487290467079579,0.454648687531382
-3.209000000000003e-05,-0.8698692210446788,0.4243550954011735
-3.196000000000004e-05,-0.8368376986435674,0.4473249619614311
-3.183000000000005e-05,-0.8305617093873413,0.4453275822605495
-3.169999999999996e-05,-0.7998423935542677,0.4663000691199419
-3.156999999999997e-05,-0.7486435338325446,0.5062476631377766
-3.143999999999998e-05,-0.7473222729365001,0.4965936612501322
-3.131e-05,-0.7242002072557117,0.5095766293059357
-3.118000000000001e-05,-0.7314671421839595,0.4912673153810845
-3.105000000000002e-05,-0.7261820985997792,0.4862738661288524
-3.092000000000004e-05,-0.7040509785910246,0.4982581443342096
-3.079000000000005e-05,-0.6726710323099689,0.5188977345767597
-3.066000000000006e-05,-0.6429426621489545,0.5368741518847967
-3.052999999999997e-05,-0.6763044997740798,0.4919331086147097
-3.039999999999998e-05,-0.6792773367901799,0.4792830371757273
-3.026999999999999e-05,-0.5881103349630712,0.5598440184450729
-3.014000000000001e-05,-0.5821646609308685,0.5535189827255789
-3.001000000000002e-05,-0.601653259147533,0.5232253905953703
-2.988000000000003e-05,-0.5963682155633527,0.5178990447263228
-2.975000000000005e-05,-0.6013229439235195,0.5019200071191871
-2.962000000000006e-05,-0.5372417904653657,0.5545176725760014
-2.948999999999996e-05,-0.5286535946410432,0.5515216030246816
-2.935999999999998e-05,-0.5273323337450063,0.5418676011370247
-2.922999999999999e-05,-0.5438480949455619,0.5145700785581679
-2.91e-05,-0.5276626489690101,0.5195635278104002
-2.897000000000002e-05,-0.535259899121269,0.5015871105023643
-2.884000000000003e-05,-0.4566448758065884,0.5681664338654598
-2.871000000000004e-05,-0.5101559420963887,0.5039173868201019
-2.858000000000006e-05,-0.4282377665416571,0.5744914695849218
-2.844999999999996e-05,-0.4170070489252381,0.573492779734501
-2.831999999999997e-05,-0.4196495707172955,0.5591782252114676
-2.818999999999999e-05,-0.3506136888989729,0.6157706500700731
-2.806e-05,-0.3585412542752432,0.595463956444329
-2.793000000000001e-05,-0.3899212005563133,0.5528531894919478
-2.780000000000003e-05,-0.3235278405300493,0.6061166481824243
-2.767000000000004e-05,-0.335749503818466,0.5818151951548944
-2.754000000000005e-05,-0.335749503818466,0.570163813566358
-2.740999999999996e-05,-0.3126274381376681,0.5811494019212671
-2.727999999999997e-05,-0.2914872638009457,0.5891389207248406
-2.714999999999998e-05,-0.2670439372241233,0.6017889921638231
-2.702e-05,-0.241609664975256,0.6141061669859957
-2.689000000000001e-05,-0.2432612410953124,0.6001245090797457
-2.676000000000002e-05,-0.2267454798947492,0.6034534752479005
-2.663000000000003e-05,-0.2564738500557628,0.5621742947627812
-2.650000000000005e-05,-0.2016415228699181,0.6041192684815123
-2.637000000000006e-05,-0.1785194571891153,0.6144390636028065
-2.623999999999997e-05,-0.1887592291334386,0.5918020936593683
-2.610999999999998e-05,-0.1550670762842848,0.6127745805187482
-2.597999999999999e-05,-0.1104745210427845,0.6443997591162042
-2.585e-05,-0.09726191208233398,0.6437339658825733
-2.572000000000002e-05,-0.09693159685832271,0.6307509978267696
-2.559000000000003e-05,-0.06951543326538787,0.6440668624993887
-2.546000000000004e-05,-0.0605969222170878,0.6400721030976048
-2.533000000000006e-05,-0.06125755266510598,0.62675623842499
-2.519999999999996e-05,-0.01765594309561246,0.6567169339383776
-2.506999999999998e-05,-0.002131127567077081,0.6583814170224606
-2.493999999999999e-05,0.02660629692188976,0.6723630749287043
-2.481e-05,0.0127330575134167,0.6450655523498351
-2.468000000000001e-05,0.03717638409025018,0.655385347471115
-2.455000000000003e-05,0.03090039483403618,0.6357444470790018
-2.442000000000004e-05,0.08771461336394762,0.6793539038818095
-2.429000000000005e-05,0.08870555903600681,0.6653722459755856
-2.415999999999996e-05,0.09960596142839291,0.6627090730410633
-2.402999999999997e-05,0.1303252772614191,0.6800196971154466
-2.389999999999998e-05,0.1141398312848745,0.6500590016020673
-2.377e-05,0.08804492858798472,0.6111100974346564
-2.364000000000001e-05,0.1461804080139671,0.6567169339383768
-2.351000000000002e-05,0.1752481477269582,0.6710314884614423
-2.338000000000004e-05,0.1719449954868456,0.654053761003853
-2.325000000000005e-05,0.1696327889187678,0.638740516630348
-2.312000000000006e-05,0.2122434528162004,0.6680354189100898
-2.298999999999997e-05,0.2228135399845801,0.6640406595083111
-2.285999999999998e-05,0.2228135399845801,0.6503918982188828
-2.272999999999999e-05,0.2670757800020894,0.6810183869659067
